"ML1"	"ML2"	"ML3"	"ML4"
"CC0001"	1.48002502277618	-0.795349350226814	-0.738329545164187	-0.13019936382993
"CC0002"	-1.21871928520028	-0.0773565773078062	-0.902183105297221	-1.94656064509709
"CC0003"	-1.20270977662446	1.35641655537706	-2.21598698510029	0.131939803717551
"CC0004"	-1.36161526207037	1.50408444071216	-0.599138512861599	0.45270213255905
"CC0005"	0.301671555563957	-0.169615696635213	-3.24687637481334	-1.23935521994828
"CC0006"	-0.932652518031549	0.173132996613972	0.341167337075755	0.291298214621368
"CC0007"	-0.556808287613508	0.747919951810995	2.29765927156005	1.09561398782051
"CC0008"	-0.210616021703505	1.45759432430219	-1.95682747791957	-0.482306751548795
"CC0009"	-0.795490227615139	0.796639088170743	2.67665366214791	-0.678154272101424
"CC0010"	0.192965473201183	1.71848934173136	0.224353670381963	-0.220695504384523
"CC0011"	-0.612705673415839	-0.683432384646344	0.490717261499851	1.80418003797908
"CC0012"	-1.18758539650306	-0.76093967575119	0.181830644407587	0.747194182666918
"CC0013"	0.451761240968576	-0.253054217587493	-0.472213067280504	-1.25664434732796
"CC0014"	-1.11513453197914	0.547901693015534	-1.57124099350561	1.22643442517156
"CC0015"	2.30517394767019	1.91269143705662	-0.224991017432678	0.303378439454188
"CC0016"	0.0361567374945844	-0.75482525309614	0.214156139278929	1.26564391345587
"CC0018"	1.71288806774465	1.33853375472397	0.297353928237103	-0.220597466263356
"CC0019"	0.545537660175336	2.43983796906684	1.56097864247871	-0.268480231007889
"CC0021"	-0.163367708971746	1.99853844868793	-0.175865263790686	-0.90381482288408
"CC0023"	1.37298376039577	-0.2772512079393	-2.81720689583111	-1.16080911477046
"CC0024"	1.97559583912234	0.982203178193586	-2.61156113926219	0.425525708784443
"CC0025"	0.76683491468935	-1.14000041366885	0.0346063243572581	-0.268408853123453
"CC0026"	0.575418293912652	1.97504660796768	-1.42168906157658	-0.425446941778834
"CC0027"	0.294782885389237	-0.0145189235248508	-0.582241073909555	-0.564979792161385
"CC0028"	-0.339579921784322	-0.907891230412473	-0.115976561229178	-1.25127999448706
"CC0029"	-1.12513067291417	1.51822748525153	-1.39684989789365	2.20866427884066
"CC0030"	-1.43581351757741	-1.08271532205445	0.146397523375422	-0.448632079457597
"CC0031"	0.277638869243572	1.35544452801408	0.956088056534944	-1.22404359566439
"CC0032"	0.859590852861593	-1.26411477748083	1.00241518467017	0.392258062228014
"CC0033"	-0.481790452812213	-0.782024563010991	-0.196016307239338	2.8848975672318
"CC0035"	-0.725126262143078	1.20180706170852	-0.0271012303731826	1.84642007576018
"CC0036"	-2.13634903385913	0.0444884951787458	1.45607307530555	-0.430540468468751
"CC0039"	0.550643492599252	1.87644972276946	-0.870802050769288	0.743507117282975
"CC0041"	-1.14716667090551	0.284455901272525	0.796173714891702	1.44370333790067
"CC0044"	0.376585988663931	-0.218520257254302	-0.743929778828755	-0.464750908584366
"CC0045"	-0.29017363470642	-0.272021660117219	0.601460457713517	-2.009447024932
"CC0046"	2.03994490627675	-0.986598505075882	2.20507104360397	-0.175798781887047
"CC0047"	-0.698441668181135	0.37156608272916	-0.0371933750470536	-2.18419919861734
"CC0048"	-0.668661574594922	-0.161890390629612	0.67347469524823	0.398559593541446
"CC0049"	-0.224709675823483	1.17640378082917	-1.10840231307016	2.02183578928444
