"ML1"	"ML2"	"ML3"
"CC0001"	1.23461557364483	-0.775033113737073	-1.04737031065185
"CC0002"	-1.41254586429541	-0.17313797075715	-0.560566400305433
"CC0003"	-1.71617396585595	1.31799678874933	-1.73119150924284
"CC0004"	-1.48274337679844	1.54245432850845	-0.253286247553634
"CC0005"	-0.529596643140619	-0.190248830567364	-3.18004787337909
"CC0006"	-0.815925805827858	0.249005718932634	0.596008203182271
"CC0007"	0.090399026270542	0.863732235226304	2.41787329484587
"CC0008"	-0.674499580688181	1.42439504221506	-1.79139683228525
"CC0009"	-0.111520898765963	0.836679948114973	2.79018210977536
"CC0010"	0.245792154873135	1.73572645977072	0.227510988295637
"CC0011"	-0.456288801864747	-0.631719695537709	0.61252286955765
"CC0012"	-1.09925757811894	-0.679118473249691	0.548269560308549
"CC0013"	0.304816725373685	-0.364124634205473	-0.542314639128029
"CC0014"	-1.46364933298994	0.606489057234718	-1.31583353885638
"CC0015"	2.20815271692276	1.86515281073041	-0.834537533730178
"CC0016"	0.0805646141646858	-0.697346896063299	0.202092733883547
"CC0018"	1.7326628955837	1.3668058735688	-0.197688182810863
"CC0019"	0.96262510902709	2.45761111223942	1.31134119644851
"CC0021"	-0.186608767538185	1.84952402324355	-0.103380951770553
"CC0023"	0.606904927843241	-0.33793455016399	-3.01390958375624
"CC0024"	1.25444917412004	1.0726624647945	-2.95289311184661
"CC0025"	0.703211615638768	-1.19179405905421	-0.147419414219176
"CC0026"	0.221952324645976	2.01738215666066	-1.60785179006951
"CC0027"	0.121433288519461	-0.0821762386038635	-0.587079660334368
"CC0028"	-0.36622968188647	-0.913988697393266	-0.0236889142641587
"CC0029"	-1.3759354911041	1.65989355955848	-1.10790568641741
"CC0030"	-1.39332001527349	-1.1167040655074	0.394213827616717
"CC0031"	0.533426903781821	1.27709911340261	0.931735377183176
"CC0032"	1.0541791062134	-1.28236947285119	0.793543149231776
"CC0033"	-0.534939255310327	-0.6451952118327	-0.182028694162456
"CC0035"	-0.695206796102477	1.289893095809	0.0342125287170998
"CC0036"	-1.7132933438976	0.0415696614578693	1.93069332098165
"CC0039"	0.340916413967736	1.83981421917239	-1.04677632168518
"CC0041"	-0.876421283049095	0.37961251760226	1.03559313608926
"CC0044"	0.180185590405697	-0.190305642760507	-0.795068567235724
"CC0045"	-0.180116618677164	-0.371620578943774	0.565488572392635
"CC0046"	2.5320265440086	-1.02978315666054	1.68691398063053
"CC0047"	-0.680559118876657	0.310061759860298	0.165410392921982
"CC0048"	-0.459140568046864	-0.107766701129918	0.82687415888138
"CC0049"	-0.504103892379084	1.267058518675	-1.09788089208637
"CC0050"	0.521305971097958	2.06758223382373	-0.353874902915954
"CC0051"	0.247145355815173	-0.640841372609998	-0.0248159343844816
"CC0052"	-0.808240406945587	1.59300525254955	0.641499133932017
"CC0053"	-1.47152765001306	-1.87073526876471	-1.29572482442668
"CC0054"	1.55784199065387	0.694163835114137	0.644715908552132
"CC0055"	0.956378456518661	-1.62661537506744	-0.104929984695428
"CC0056"	0.207236650276461	-1.26838806419154	-1.14177358487382
"CC0057"	-1.07352972750501	-1.06730639358081	-1.68416941597024
"CC0058"	0.84977188934093	-1.64415198186103	-0.157470278910268
"CC0059"	0.308777372755326	0.939890363035609	-0.39437640073183
"CC0060"	-0.388173225944988	0.448797093954856	-1.842888074889
"CC0061"	0.569789701373003	-1.4304363988269	0.395891403757674
"CC0063"	0.214321009147204	-1.20180853241499	0.797847305017691
"CC0064"	-1.25027480264173	1.19981854771547	-1.24263438672506
"CC0065"	0.840438452478433	-1.53272674335547	-0.201052904568121
"CC0068"	1.19059665282428	1.07093372215279	1.00894852683362
"CC0069"	-0.115983107441731	1.11723265289679	-1.33171743381424
"CC0070"	0.167771600744354	-0.352981884540355	-0.292219261162293
"CC0071"	-0.203512056862581	2.52120323835724	1.44455130673396
"CC0074"	-1.60021310590216	1.00082579563172	0.0970819289298735
"CC0076"	1.12150647124054	0.671382385654726	0.757229328026274
"CC0077"	-0.781524416431924	-0.757652287384852	1.19326424041774
"CC0078"	-1.59400335395769	-0.781646943956015	-0.893105579610977
"CC0079"	1.25886321302782	0.382987801283887	1.16319415498659
"CC0080"	-0.144280852400474	0.360176765993204	0.943348221526631
"CC0081"	0.123712832876544	-1.37342304960371	-1.43185166020725
"CC0082"	0.679280761924473	0.264830342043492	-0.568835871823805
"CC0085"	-1.01482246862193	0.0215114982224014	1.7700937870206
"CC0086"	0.504206967718948	-0.00506100411444865	1.3793284689725
"CC0087"	1.39253897375472	-0.606987624359438	1.61874102061702
"CC0089"	-0.479437993850394	-0.776032933534011	-0.65844870389762
"CC0091"	-1.39942587080088	-1.03488300644977	1.0597772190235
"CC0096"	0.452984440876821	0.148142875267043	-1.63970245178702
"CC0098"	-1.1973286234993	-1.32801205059669	1.32985164810018
"CC0100"	0.398740096204304	1.86221684600686	0.716832193297473
"CC0101"	0.103591171125907	-1.03626459092135	-0.540455062298498
"CC0104"	-1.70361507475848	1.03283813138813	0.841357035040323
"CC0105"	-0.381017694469619	0.68625703421639	0.815007241448592
"CC0106"	1.26368883688598	1.36249775535198	0.728987822265312
"CC0108"	-0.0139870056985601	0.665464350269872	1.51425213560833
"CC0110"	-0.573265437843425	-0.00492889080906076	0.900876881474418
"CC0111"	-0.730531310388262	1.42461695002531	-1.48127566242669
"CC0112"	-1.49716138742076	-0.835266532422236	-1.66937634193532
"CC0113"	-1.24566995377059	-0.567383505780891	0.4680106623915
"CC0114"	-0.145544515221964	-0.707437701265161	0.26486455686038
"CC0115"	0.267195995609713	1.79634297353232	-0.349243671801955
"CC0116"	-0.604163228469723	0.0065516183159761	-0.372340350139782
"CC0117"	-1.28398491219333	0.916519364399339	1.58268642536854
"CC0118"	-1.08114590657316	1.16768038994542	1.51169580876651
"CC0119"	0.557848449986897	-0.923549670876881	-1.14724558792077
"CC0122"	-0.174093899446336	-1.13338022249707	-0.93591437854539
"CC0123"	-0.465156126631481	0.794440672416188	-0.0634215355094701
"CC0124"	0.927203837692146	-2.05341012363019	1.44856534428483
"CC0125"	1.24463312261497	-1.36596590347468	1.00745203253363
"CC0126"	-0.158611241058123	-0.496983998834875	0.400805559716221
"CC0127"	3.46297017676902	-0.153043832869691	-0.706853177510062
"CC0128"	1.77545560050664	1.45154720198507	1.62571193064066
"CC0129"	-0.314719033680036	-0.629729588556486	0.565515680189701
"CC0132"	0.499159358655083	-0.78577005685403	-2.84009121819764
"CC0134"	-1.65368394102949	-1.00579757915264	-0.542542051749213
"CC0135"	-0.111359704254169	-1.4462253265823	-0.601279114605847
"CC0137"	-0.946134066717291	-1.0356969697445	-0.0629495749137461
"CC0138"	0.103552467301007	-1.4462934176156	1.00371154011098
"CC0140"	-0.380898532688854	0.683269449863845	-0.905526909272329
"CC0141"	-0.0109132256807256	-0.355748478945153	-0.268350911914366
"CC0142"	0.200806490262068	-0.728744492222882	0.908689534368501
"CC0143"	1.34900655878934	0.44763102433117	2.2748104363032
"CC0144"	0.383341494583843	-2.28576479948617	0.797974374728723
"CC0145"	-0.852965022550559	0.403338849191762	1.16762193205782
"CC0146"	-1.93315187604243	-2.27177781147831	0.977036680239583
"CC0147"	1.57627923652253	0.303741531444421	-0.393771007409266
"CC0150"	-0.451856813340587	-0.334368751863271	1.86504852368057
"CC0151"	0.588754733200809	-1.05268035214752	-0.654028149233169
"CC0152"	-0.014235157958336	-1.63083560456391	1.34324947562462
"CC0153"	2.00391304096001	0.440056404551022	-0.270904434845707
"CC0154"	3.20277272602186	0.285598764614705	-2.04875637137816
"CC0155"	-0.312259734536304	-0.444837439865593	0.661437707028892
"CC0157"	0.695302831862691	-0.433822280367329	0.791324421317071
"CC0158"	-0.406152467446584	0.707992258490948	-0.238763042106141
"CC0159"	1.28476775027002	-0.477963332953252	-1.08120019754209
"CC0161"	0.372104015781118	-0.114361631281407	-0.40635218731398
"CC0162"	-0.401306242127465	-0.453818359828657	0.764764786020331
