"ML1"	"ML2"	"ML3"
"CC0164"	0.715198542725809	-0.765301138285712	1.23743950113553
"CC0165"	0.460961162235487	-0.164455439953341	0.140500472019548
"CC0166"	1.30994920464561	-0.398926986269441	1.03343549104721
"CC0168"	-0.280367007723242	0.319152348357518	-1.06896792065088
"CC0169"	-0.0506523916804252	-0.969697147540108	0.30456662236564
"CC0170"	1.90146839269784	-0.633673014405768	0.715701542987055
"CC0172"	-0.454526417409919	2.41374417607583	0.744213835740536
"CC0173"	-0.427922462678683	0.289760639198627	-1.51614110118051
"CC0175"	0.690052595789505	-0.443802241657902	-1.36765175790756
"CC0176"	-0.349698698030259	-0.290753023907934	-0.0539844687711431
"CC0177"	-0.211247696998392	0.323807668577286	2.18888992390647
"CC0178"	-0.857932563291455	0.370214154261367	-1.01416392638401
"CC0181"	2.19871101547397	-0.497240628787328	-0.0879302284433469
"CC0182"	-0.637615691571055	-0.991074105628826	-0.266708419561401
"CC0183"	-0.750263364313644	-0.00423036256394009	0.500637581066123
"CC0184"	-2.14053286134753	0.339470539689423	-0.292981685466995
"CC0185"	1.65673888450544	0.910734633734539	0.723602494385351
"CC0186"	-1.8324974911237	-0.816872976121358	-0.511939863399019
"CC0188"	0.0362190379911963	-1.12446204468935	-0.946532981150156
"CC0189"	0.137748761286877	0.718414401971988	-0.792164856437846
"CC0190"	-0.0534447849434412	1.16660258719598	-1.37832114299367
"CC0191"	-0.796279771992992	-1.67120832769398	-1.59528358731032
