"ML1"	"ML2"	"ML3"	"ML4"
"CC0001"	1.51186702644329	-0.796722357225457	-0.765351610162702	-0.190656649304075
"CC0002"	-1.31136809424676	-0.0656734752145265	-0.95368819286137	-1.902592870211
"CC0003"	-1.23138241233718	1.36446492331328	-2.11736759729135	0.0720862416864652
"CC0004"	-1.39500940631081	1.50325288336422	-0.526105665686204	0.415478617044603
"CC0005"	0.227202244358177	-0.201271635301532	-3.23082325930845	-1.31115582161049
"CC0006"	-0.932249423295674	0.178803634214484	0.343650150298189	0.278078622503155
"CC0007"	-0.408402522288878	0.721744069774503	2.42201338303454	1.02285118158431
"CC0008"	-0.330665908045792	1.44708600800239	-2.0103682349678	-0.5098809314595
"CC0009"	-0.827437235755437	0.808088205623934	2.60281585712562	-0.575045738050531
"CC0010"	-0.0267751050555896	1.73660203935749	-0.0111809560426479	-0.161714377603664
"CC0011"	-0.512483850027195	-0.696655834197969	0.600464607915743	1.77723003457235
"CC0012"	-1.13382624122329	-0.7639850095138	0.279706643313083	0.641362986739819
"CC0013"	0.412657256669765	-0.252391540796997	-0.478457712152814	-1.26646972789757
"CC0014"	-1.20481592551268	0.549471772171871	-1.61492681627619	1.22804724640388
"CC0015"	2.33836560684158	1.94091944269821	-0.200281027353874	0.299165525851854
"CC0016"	-0.083606837280309	-0.746465674899176	0.106570058660986	1.29149478825573
"CC0018"	1.70359323837239	1.34362892517554	0.236910743757743	-0.195762568331378
"CC0019"	0.451733989406134	2.4784167774546	1.39794228763065	-0.202894813325013
"CC0021"	-0.212245483019143	2.00457956342431	-0.181612023762113	-0.892305173615359
"CC0023"	1.2602933771014	-0.269460866931881	-2.83578698681139	-1.23129659745785
"CC0024"	1.60115823391835	1.00105515880328	-2.98154317161582	0.503348591339559
"CC0025"	0.618083198121829	-1.10189578628351	-0.16007114597934	-0.197112920634642
"CC0026"	0.727383183382912	1.96976485198011	-1.31014436874377	-0.441618949238452
"CC0027"	0.199344254867812	-0.0093873413565156	-0.626985979877912	-0.567500674704694
"CC0028"	-0.314137456608776	-0.895581460960387	-0.103515275985957	-1.2521978230769
"CC0029"	-1.00956401388334	1.48909881124385	-1.22940073953236	2.12897178222856
"CC0030"	-1.40977759588039	-1.07626326884827	0.21251175826964	-0.428850846696708
"CC0031"	0.176379171991945	1.37817150844083	0.842573004116392	-1.19397168333445
"CC0032"	0.752617844702476	-1.2621685260922	0.878574831690233	0.472070639026806
"CC0033"	-0.47511124806565	-0.791476071922697	-0.191259207761749	2.86349287183802
"CC0035"	-0.740047355613006	1.20285625661151	0.00333339162283571	1.86210926511036
"CC0036"	-2.04390589153433	0.056845250895518	1.55139943053707	-0.380009469749495
"CC0039"	0.544020347418506	1.87558874245601	-0.871737489783305	0.775581190439566
"CC0041"	-1.21808684547449	0.287143579740872	0.701412329711252	1.49404031218403
"CC0044"	0.209921930023154	-0.223166584755578	-0.918101180355482	-0.431131101553685
"CC0045"	-0.228932173243064	-0.264965012387202	0.615426399515834	-1.93078452511609
"CC0046"	2.13594755558441	-0.982512285108841	2.20542211388409	-0.082309836882024
"CC0047"	-0.710814652835939	0.372244953504048	0.00908248225002516	-2.19049574549739
"CC0048"	-0.613524123220303	-0.163089578578789	0.67819028176138	0.396600959929808
"CC0049"	-0.281700829012315	1.16507830442403	-1.11575356094781	2.00288154195386
"CC0050"	0.586652597098222	2.04167552576757	-0.172318977854164	-0.0702992490743755
"CC0051"	0.110491784882483	-0.679000417018199	-0.119927416179591	-0.205991128900779
"CC0052"	-0.925049161516909	1.68132038418357	0.494656801781844	-1.11487314261235
"CC0053"	-1.13028240754412	-1.94018066570221	-1.64941326757725	0.819858500685407
"CC0054"	1.55725014341842	0.647318777742015	1.23192990232394	0.994455995399332
"CC0055"	0.833561221236466	-1.73758902947954	0.163713254272136	1.95483829150039
"CC0056"	0.251639769184372	-1.24292619901763	-1.22214113592191	0.884664899107022
